month,region,district,industry,age_group,payment_amount,transaction_count,avg_ticket,event_participation,revisit_rate,merchant_count
2025-07,광주 동구,충장동,의류/잡화,30대,647061,19,34055,미참여,0.251,16
2025-07,광주 동구,충장동,의류/잡화,40대,992805,30,33093,미참여,0.362,14
2025-07,광주 동구,충장동,의류/잡화,50대,896480,23,38977,미참여,0.234,29
2025-07,광주 동구,충장동,의류/잡화,60대 이상,1066992,25,42679,미참여,0.298,30
2025-07,광주 동구,충장동,미용/생활서비스,20대,921330,35,26323,미참여,0.305,15
2025-07,광주 동구,충장동,미용/생활서비스,30대,646384,22,29381,미참여,0.476,24
2025-07,광주 동구,충장동,미용/생활서비스,40대,804762,27,29806,미참여,0.393,23
2025-07,광주 동구,충장동,미용/생활서비스,50대,576789,21,27466,미참여,0.568,26
2025-07,광주 동구,충장동,미용/생활서비스,60대 이상,624503,19,32868,미참여,0.436,17
2025-07,광주 동구,충장동,교육/학원,20대,1681990,16,105124,미참여,0.37,25
2025-07,광주 동구,충장동,교육/학원,30대,2207795,24,91991,미참여,0.502,9
2025-07,광주 동구,충장동,교육/학원,40대,1509250,20,75462,미참여,0.314,7
2025-07,광주 동구,충장동,교육/학원,50대,1418948,16,88684,미참여,0.399,12
2025-07,광주 동구,충장동,교육/학원,60대 이상,1696524,21,80786,미참여,0.435,29
2025-07,광주 동구,충장동,병원/약국,20대,647804,25,25912,미참여,0.28,10
2025-07,광주 동구,충장동,병원/약국,30대,692280,26,26626,미참여,0.193,10
2025-07,광주 동구,충장동,병원/약국,40대,617336,22,28060,미참여,0.501,6
2025-07,광주 동구,충장동,병원/약국,50대,683854,29,23581,미참여,0.426,15
2025-07,광주 동구,충장동,병원/약국,60대 이상,1092195,51,21415,미참여,0.413,13
2025-07,광주 동구,충장동,편의점/마트,20대,370766,29,12785,미참여,0.439,10
2025-07,광주 동구,충장동,편의점/마트,30대,374658,26,14409,미참여,0.528,15
2025-07,광주 동구,충장동,편의점/마트,40대,391896,31,12641,미참여,0.386,26
2025-07,광주 동구,충장동,편의점/마트,50대,647548,47,13777,미참여,0.312,10
2025-07,광주 동구,충장동,편의점/마트,60대 이상,513484,37,13877,미참여,0.5,18
2025-07,광주 동구,동명동,한식/분식,20대,900472,51,17656,미참여,0.442,17
2025-07,광주 동구,동명동,한식/분식,30대,670109,39,17182,미참여,0.394,5
2025-07,광주 동구,동명동,한식/분식,40대,533132,41,13003,미참여,0.441,11
2025-07,광주 동구,동명동,한식/분식,50대,413583,24,17232,미참여,0.313,11
2025-07,광주 동구,동명동,한식/분식,60대 이상,947391,60,15789,미참여,0.353,5
2025-07,광주 동구,동명동,카페/디저트,20대,500213,69,7249,미참여,0.391,12
2025-07,광주 동구,동명동,카페/디저트,30대,365526,50,7310,미참여,0.3,38
2025-07,광주 동구,동명동,카페/디저트,40대,284272,34,8360,미참여,0.247,23
2025-07,광주 동구,동명동,카페/디저트,50대,278610,30,9287,미참여,0.372,27
2025-07,광주 동구,동명동,카페/디저트,60대 이상,197721,26,7604,미참여,0.298,24
2025-07,광주 동구,동명동,신선식품,20대,849075,26,32656,미참여,0.495,15
2025-07,광주 동구,동명동,신선식품,30대,1120784,37,30291,미참여,0.459,13
2025-07,광주 동구,동명동,신선식품,40대,1468289,49,29965,미참여,0.247,24
2025-07,광주 동구,동명동,신선식품,50대,912564,34,26840,미참여,0.485,10
2025-07,광주 동구,동명동,신선식품,60대 이상,2292533,66,34735,미참여,0.446,25
2025-07,광주 동구,동명동,생활용품,20대,760076,29,26209,미참여,0.378,25
2025-07,광주 동구,동명동,생활용품,30대,559404,22,25427,미참여,0.267,9
2025-07,광주 동구,동명동,생활용품,40대,767191,41,18711,미참여,0.343,22
2025-07,광주 동구,동명동,생활용품,50대,631541,28,22555,미참여,0.411,14
2025-07,광주 동구,동명동,생활용품,60대 이상,565622,25,22624,미참여,0.536,12
2025-07,광주 동구,동명동,의류/잡화,20대,1161368,27,43013,미참여,0.231,18
2025-07,광주 동구,동명동,의류/잡화,30대,605138,18,33618,미참여,0.353,33
2025-07,광주 동구,동명동,의류/잡화,40대,690623,18,38367,미참여,0.3,20
2025-07,광주 동구,동명동,의류/잡화,50대,532580,14,38041,미참여,0.269,19
2025-07,광주 동구,동명동,의류/잡화,60대 이상,1221028,28,43608,미참여,0.251,20
2025-07,광주 동구,동명동,미용/생활서비스,20대,896527,30,29884,미참여,0.432,17
2025-07,광주 동구,동명동,미용/생활서비스,30대,475109,13,36546,미참여,0.21,18
2025-07,광주 동구,동명동,미용/생활서비스,40대,424900,16,26556,미참여,0.607,19
2025-07,광주 동구,동명동,미용/생활서비스,50대,699957,22,31816,미참여,0.325,15
2025-07,광주 동구,동명동,미용/생활서비스,60대 이상,521190,17,30658,미참여,0.295,25
2025-07,광주 동구,동명동,교육/학원,20대,2013617,21,95886,미참여,0.371,19
2025-07,광주 동구,동명동,교육/학원,30대,2686983,26,103345,미참여,0.16,23
2025-07,광주 동구,동명동,교육/학원,40대,2161833,23,93992,미참여,0.339,14
2025-07,광주 동구,동명동,교육/학원,50대,2723449,26,104748,미참여,0.576,25
2025-07,광주 동구,동명동,교육/학원,60대 이상,1956184,21,93151,미참여,0.46,23
2025-07,광주 동구,동명동,병원/약국,20대,775380,31,25012,미참여,0.381,14
2025-07,광주 동구,동명동,병원/약국,30대,1024908,39,26279,미참여,0.358,13
2025-07,광주 동구,동명동,병원/약국,40대,612395,22,27836,미참여,0.12,20
2025-07,광주 동구,동명동,병원/약국,50대,572638,25,22905,미참여,0.283,26
2025-07,광주 동구,동명동,병원/약국,60대 이상,677142,24,28214,미참여,0.193,13
2025-07,광주 동구,동명동,편의점/마트,20대,349777,26,13452,미참여,0.362,10
2025-07,광주 동구,동명동,편의점/마트,30대,275533,21,13120,미참여,0.436,13
2025-07,광주 동구,동명동,편의점/마트,40대,154235,13,11864,미참여,0.522,14
2025-07,광주 동구,동명동,편의점/마트,50대,337494,25,13499,미참여,0.501,6
2025-07,광주 동구,동명동,편의점/마트,60대 이상,370730,34,10903,미참여,0.334,11
2025-07,광주 동구,서남동,한식/분식,20대,804112,48,16752,미참여,0.417,17
2025-07,광주 동구,서남동,한식/분식,30대,556458,35,15898,미참여,0.38,15
2025-07,광주 동구,서남동,한식/분식,40대,1048676,62,16914,미참여,0.438,27
2025-07,광주 동구,서남동,한식/분식,50대,841480,50,16829,미참여,0.415,24
2025-07,광주 동구,서남동,한식/분식,60대 이상,752660,43,17503,미참여,0.518,13
2025-07,광주 동구,서남동,카페/디저트,20대,265475,28,9481,미참여,0.322,27
2025-07,광주 동구,서남동,카페/디저트,30대,336684,33,10202,미참여,0.316,27
2025-07,광주 동구,서남동,카페/디저트,40대,276339,30,9211,미참여,0.36,21
2025-07,광주 동구,서남동,카페/디저트,50대,325780,33,9872,미참여,0.126,25
2025-07,광주 동구,서남동,카페/디저트,60대 이상,355281,39,9109,미참여,0.218,27
2025-07,광주 동구,서남동,신선식품,20대,1006911,32,31465,미참여,0.494,14
2025-07,광주 동구,서남동,신선식품,30대,641195,20,32059,미참여,0.407,20
2025-07,광주 동구,서남동,신선식품,40대,856905,30,28563,미참여,0.494,9
2025-07,광주 동구,서남동,신선식품,50대,1149043,39,29462,미참여,0.443,17
2025-07,광주 동구,서남동,신선식품,60대 이상,914954,37,24728,미참여,0.432,14
2025-07,광주 동구,서남동,생활용품,20대,392675,19,20667,미참여,0.48,24
2025-07,광주 동구,서남동,생활용품,30대,563198,23,24486,미참여,0.308,20
2025-07,광주 동구,서남동,생활용품,40대,798281,42,19006,미참여,0.357,21
2025-07,광주 동구,서남동,생활용품,50대,1385024,55,25182,미참여,0.498,5
2025-07,광주 동구,서남동,생활용품,60대 이상,1124118,43,26142,미참여,0.41,19
2025-07,광주 동구,서남동,의류/잡화,20대,1680698,39,43094,미참여,0.352,18
2025-07,광주 동구,서남동,의류/잡화,30대,1151988,31,37160,미참여,0.469,31
2025-07,광주 동구,서남동,의류/잡화,40대,955648,28,34130,미참여,0.327,22
2025-07,광주 동구,서남동,의류/잡화,50대,850014,26,32692,미참여,0.349,18
2025-07,광주 동구,서남동,의류/잡화,60대 이상,817206,19,43010,미참여,0.283,27
2025-07,광주 동구,서남동,미용/생활서비스,20대,746842,24,31118,미참여,0.328,14
2025-07,광주 동구,서남동,미용/생활서비스,30대,751798,22,34172,미참여,0.394,16
2025-07,광주 동구,서남동,미용/생활서비스,40대,642641,19,33823,미참여,0.313,17
2025-07,광주 동구,서남동,미용/생활서비스,50대,498725,18,27706,미참여,0.163,14
2025-07,광주 동구,서남동,미용/생활서비스,60대 이상,470463,17,27674,미참여,0.328,19
2025-07,광주 동구,서남동,교육/학원,20대,1787941,24,74497,미참여,0.347,27
2025-07,광주 동구,서남동,교육/학원,30대,2068336,20,103416,미참여,0.253,5
2025-07,광주 동구,서남동,교육/학원,40대,1923767,20,96188,미참여,0.25,17
2025-07,광주 동구,서남동,교육/학원,50대,1052139,13,80933,미참여,0.464,5
2025-07,광주 동구,서남동,교육/학원,60대 이상,2236998,22,101681,미참여,0.308,13
2025-07,광주 동구,서남동,병원/약국,20대,486410,21,23162,미참여,0.348,18
2025-07,광주 동구,서남동,병원/약국,30대,682362,28,24370,미참여,0.416,24
2025-07,광주 동구,서남동,병원/약국,40대,962322,43,22379,미참여,0.332,10
2025-07,광주 동구,서남동,병원/약국,50대,575580,26,22137,미참여,0.492,25
2025-07,광주 동구,서남동,병원/약국,60대 이상,1106121,47,23534,미참여,0.41,15
2025-07,광주 동구,서남동,편의점/마트,20대,373188,25,14927,미참여,0.471,25
2025-07,광주 동구,서남동,편의점/마트,30대,196661,17,11568,미참여,0.551,29
2025-07,광주 동구,서남동,편의점/마트,40대,515459,37,13931,미참여,0.546,17
2025-07,광주 동구,서남동,편의점/마트,50대,402839,38,10601,미참여,0.498,32
2025-07,광주 동구,서남동,편의점/마트,60대 이상,423981,35,12113,미참여,0.534,28
2025-07,광주 동구,학동,한식/분식,20대,429454,29,14808,미참여,0.549,22
2025-07,광주 동구,학동,한식/분식,30대,534508,39,13705,미참여,0.491,17
2025-07,광주 동구,학동,한식/분식,40대,780831,49,15935,미참여,0.503,43
2025-07,광주 동구,학동,한식/분식,50대,484922,31,15642,미참여,0.287,19
2025-07,광주 동구,학동,한식/분식,60대 이상,479085,38,12607,미참여,0.382,22
2025-07,광주 동구,학동,카페/디저트,20대,446249,51,8749,미참여,0.484,16
2025-07,광주 동구,학동,카페/디저트,30대,215680,29,7437,미참여,0.38,23
2025-07,광주 동구,학동,카페/디저트,40대,238443,28,8515,미참여,0.327,33
2025-07,광주 동구,학동,카페/디저트,50대,244884,26,9418,미참여,0.318,25
2025-07,광주 동구,학동,카페/디저트,60대 이상,224244,23,9749,미참여,0.451,6
2025-07,광주 동구,학동,신선식품,20대,486348,20,24317,미참여,0.65,11
2025-07,광주 동구,학동,신선식품,30대,458511,14,32750,미참여,0.356,19
2025-07,광주 동구,학동,신선식품,40대,1133571,33,34350,미참여,0.482,18
2025-07,광주 동구,학동,신선식품,50대,1270481,39,32576,미참여,0.49,20
2025-07,광주 동구,학동,신선식품,60대 이상,1335443,46,29031,미참여,0.585,8
2025-07,광주 동구,학동,생활용품,20대,563542,21,26835,미참여,0.201,15
2025-07,광주 동구,학동,생활용품,30대,592153,23,25745,미참여,0.315,19
2025-07,광주 동구,학동,생활용품,40대,754879,33,22875,미참여,0.429,9
2025-07,광주 동구,학동,생활용품,50대,711669,28,25416,미참여,0.18,16
2025-07,광주 동구,학동,생활용품,60대 이상,633935,33,19210,미참여,0.442,22
2025-07,광주 동구,학동,의류/잡화,20대,773428,20,38671,미참여,0.326,7
2025-07,광주 동구,학동,의류/잡화,30대,796054,22,36184,미참여,0.226,28
2025-07,광주 동구,학동,의류/잡화,40대,690617,21,32886,미참여,0.449,24
2025-07,광주 동구,학동,의류/잡화,50대,948573,23,41242,미참여,0.444,1
2025-07,광주 동구,학동,의류/잡화,60대 이상,963405,23,41887,미참여,0.348,28
2025-07,광주 동구,학동,미용/생활서비스,20대,520066,20,26003,미참여,0.262,24
2025-07,광주 동구,학동,미용/생활서비스,30대,427873,15,28524,미참여,0.406,17
2025-07,광주 동구,학동,미용/생활서비스,40대,584284,22,26558,미참여,0.44,9
2025-07,광주 동구,학동,미용/생활서비스,50대,605542,23,26327,미참여,0.379,2
2025-07,광주 동구,학동,미용/생활서비스,60대 이상,438448,14,31317,미참여,0.3,29
2025-07,광주 동구,학동,교육/학원,20대,2293483,28,81910,미참여,0.364,22
2025-07,광주 동구,학동,교육/학원,30대,2222946,24,92622,미참여,0.247,16
2025-07,광주 동구,학동,교육/학원,40대,2354209,28,84078,미참여,0.305,13
2025-07,광주 동구,학동,교육/학원,50대,1422300,17,83664,미참여,0.312,5
2025-07,광주 동구,학동,교육/학원,60대 이상,1505419,18,83634,미참여,0.4,26
2025-07,광주 동구,학동,병원/약국,20대,512068,25,20482,미참여,0.352,17
2025-07,광주 동구,학동,병원/약국,30대,438205,20,21910,미참여,0.396,21
2025-07,광주 동구,학동,병원/약국,40대,870871,33,26390,미참여,0.446,16
2025-07,광주 동구,학동,병원/약국,50대,699561,32,21861,미참여,0.317,19
2025-07,광주 동구,학동,병원/약국,60대 이상,962590,47,20480,미참여,0.369,11
2025-07,광주 동구,학동,편의점/마트,20대,499930,35,14283,미참여,0.466,27
2025-07,광주 동구,학동,편의점/마트,30대,318725,25,12749,미참여,0.373,16
2025-07,광주 동구,학동,편의점/마트,40대,224867,21,10707,미참여,0.602,28
2025-07,광주 동구,학동,편의점/마트,50대,486391,47,10348,미참여,0.364,28
2025-07,광주 동구,학동,편의점/마트,60대 이상,341821,25,13672,미참여,0.411,10
2025-08,수원시 팔달구,행궁동,한식/분식,20대,727195,45,16159,미참여,0.235,41
2025-08,수원시 팔달구,행궁동,한식/분식,30대,1087737,72,15107,미참여,0.297,36
2025-08,수원시 팔달구,행궁동,한식/분식,40대,1077939,67,16088,미참여,0.372,22
2025-08,수원시 팔달구,행궁동,한식/분식,50대,983018,62,15855,미참여,0.53,7
2025-08,수원시 팔달구,행궁동,한식/분식,60대 이상,728836,55,13251,미참여,0.419,30
2025-08,수원시 팔달구,행궁동,카페/디저트,20대,318620,36,8850,미참여,0.367,36
2025-08,수원시 팔달구,행궁동,카페/디저트,30대,181776,24,7574,미참여,0.423,23
2025-08,수원시 팔달구,행궁동,카페/디저트,40대,309185,31,9973,미참여,0.212,23
2025-08,수원시 팔달구,행궁동,카페/디저트,50대,387189,38,10189,미참여,0.381,16
2025-08,수원시 팔달구,행궁동,카페/디저트,60대 이상,278996,35,7971,미참여,0.404,19
2025-08,수원시 팔달구,행궁동,신선식품,20대,1353693,39,34710,미참여,0.408,15
2025-08,수원시 팔달구,행궁동,신선식품,30대,1017998,42,24238,미참여,0.469,27
2025-08,수원시 팔달구,행궁동,신선식품,40대,1604094,46,34871,미참여,0.437,15
2025-08,수원시 팔달구,행궁동,신선식품,50대,1144938,36,31803,미참여,0.622,35
2025-08,수원시 팔달구,행궁동,신선식품,60대 이상,1867315,67,27870,미참여,0.414,9
2025-08,수원시 팔달구,행궁동,생활용품,20대,899428,38,23669,미참여,0.353,30
2025-08,수원시 팔달구,행궁동,생활용품,30대,671801,35,19194,미참여,0.445,1
2025-08,수원시 팔달구,행궁동,생활용품,40대,865469,35,24727,미참여,0.216,20
2025-08,수원시 팔달구,행궁동,생활용품,50대,1231001,46,26760,미참여,0.256,30
2025-08,수원시 팔달구,행궁동,생활용품,60대 이상,704317,26,27089,미참여,0.212,25
2025-08,수원시 팔달구,행궁동,의류/잡화,20대,747112,24,31129,미참여,0.364,12
2025-08,수원시 팔달구,행궁동,의류/잡화,30대,584581,19,30767,미참여,0.339,19
2025-08,수원시 팔달구,행궁동,의류/잡화,40대,290254,9,32250,미참여,0.491,14
2025-08,수원시 팔달구,행궁동,의류/잡화,50대,643938,19,33891,미참여,0.306,20
2025-08,수원시 팔달구,행궁동,의류/잡화,60대 이상,551101,13,42392,미참여,0.361,14
2025-08,수원시 팔달구,행궁동,미용/생활서비스,20대,809296,26,31126,미참여,0.422,21
2025-08,수원시 팔달구,행궁동,미용/생활서비스,30대,474608,17,27918,미참여,0.325,17
2025-08,수원시 팔달구,행궁동,미용/생활서비스,40대,509349,14,36382,미참여,0.454,15
2025-08,수원시 팔달구,행궁동,미용/생활서비스,50대,797250,24,33218,미참여,0.34,17
2025-08,수원시 팔달구,행궁동,미용/생활서비스,60대 이상,560257,17,32956,미참여,0.262,21
2025-08,수원시 팔달구,행궁동,교육/학원,20대,1724358,20,86217,미참여,0.273,15
2025-08,수원시 팔달구,행궁동,교육/학원,30대,2127457,23,92498,미참여,0.263,31
2025-08,수원시 팔달구,행궁동,교육/학원,40대,2501187,28,89328,미참여,0.251,23
2025-08,수원시 팔달구,행궁동,교육/학원,50대,1271739,12,105978,미참여,0.415,16
2025-08,수원시 팔달구,행궁동,교육/학원,60대 이상,1093743,13,84134,미참여,0.259,31
2025-08,수원시 팔달구,행궁동,병원/약국,20대,774915,33,23482,미참여,0.439,27
2025-08,수원시 팔달구,행궁동,병원/약국,30대,736356,25,29454,미참여,0.376,15
2025-08,수원시 팔달구,행궁동,병원/약국,40대,865141,33,26216,미참여,0.355,26
2025-08,수원시 팔달구,행궁동,병원/약국,50대,939701,33,28475,미참여,0.295,10
2025-08,수원시 팔달구,행궁동,병원/약국,60대 이상,791284,35,22608,미참여,0.422,24
2025-08,수원시 팔달구,행궁동,편의점/마트,20대,517905,35,14797,미참여,0.346,11
2025-08,수원시 팔달구,행궁동,편의점/마트,30대,436649,32,13645,미참여,0.487,23
2025-08,수원시 팔달구,행궁동,편의점/마트,40대,424857,34,12495,미참여,0.439,21
2025-08,수원시 팔달구,행궁동,편의점/마트,50대,234262,20,11713,미참여,0.499,15
2025-08,수원시 팔달구,행궁동,편의점/마트,60대 이상,285257,27,10565,미참여,0.316,19
2025-08,수원시 팔달구,매산동,한식/분식,20대,590943,42,14070,미참여,0.29,34
2025-08,수원시 팔달구,매산동,한식/분식,30대,570922,40,14273,미참여,0.381,33
2025-08,수원시 팔달구,매산동,한식/분식,40대,674047,38,17738,미참여,0.456,10
2025-08,수원시 팔달구,매산동,한식/분식,50대,340572,27,12613,미참여,0.383,33
2025-08,수원시 팔달구,매산동,한식/분식,60대 이상,570177,35,16290,미참여,0.428,32
2025-08,수원시 팔달구,매산동,카페/디저트,20대,174115,24,7254,미참여,0.321,18
2025-08,수원시 팔달구,매산동,카페/디저트,30대,247971,27,9184,미참여,0.23,9
2025-08,수원시 팔달구,매산동,카페/디저트,40대,183315,26,7050,미참여,0.37,13
2025-08,수원시 팔달구,매산동,카페/디저트,50대,147946,20,7397,미참여,0.382,11
2025-08,수원시 팔달구,매산동,카페/디저트,60대 이상,204055,24,8502,미참여,0.288,22
2025-08,수원시 팔달구,매산동,신선식품,20대,528650,22,24029,미참여,0.394,12
2025-08,수원시 팔달구,매산동,신선식품,30대,1538831,49,31404,미참여,0.361,24
2025-08,수원시 팔달구,매산동,신선식품,40대,1088715,40,27217,미참여,0.347,19
2025-08,수원시 팔달구,매산동,신선식품,50대,1201314,39,30802,미참여,0.438,26
2025-08,수원시 팔달구,매산동,신선식품,60대 이상,1312344,45,29163,미참여,0.246,18
2025-08,수원시 팔달구,매산동,생활용품,20대,860051,38,22632,미참여,0.414,17
2025-08,수원시 팔달구,매산동,생활용품,30대,819311,43,19053,미참여,0.469,14
2025-08,수원시 팔달구,매산동,생활용품,40대,632487,27,23425,미참여,0.452,28
2025-08,수원시 팔달구,매산동,생활용품,50대,814997,30,27166,미참여,0.399,21
2025-08,수원시 팔달구,매산동,생활용품,60대 이상,1039679,46,22601,미참여,0.183,23
2025-08,수원시 팔달구,매산동,의류/잡화,20대,825574,21,39313,미참여,0.434,15
2025-08,수원시 팔달구,매산동,의류/잡화,30대,907142,23,39440,미참여,0.401,37
2025-08,수원시 팔달구,매산동,의류/잡화,40대,540209,18,30011,미참여,0.363,28
2025-08,수원시 팔달구,매산동,의류/잡화,50대,652180,20,32609,미참여,0.366,11
2025-08,수원시 팔달구,매산동,의류/잡화,60대 이상,825370,22,37516,미참여,0.366,17
2025-08,수원시 팔달구,매산동,미용/생활서비스,20대,858216,24,35759,미참여,0.306,13
2025-08,수원시 팔달구,매산동,미용/생활서비스,30대,840651,23,36550,미참여,0.342,18
2025-08,수원시 팔달구,매산동,미용/생활서비스,40대,726584,24,30274,미참여,0.474,16
2025-08,수원시 팔달구,매산동,미용/생활서비스,50대,727458,22,33066,미참여,0.43,27
2025-08,수원시 팔달구,매산동,미용/생활서비스,60대 이상,649121,18,36062,미참여,0.413,32
2025-08,수원시 팔달구,매산동,교육/학원,20대,1499209,16,93700,미참여,0.464,16
2025-08,수원시 팔달구,매산동,교육/학원,30대,1609278,18,89404,미참여,0.33,21
2025-08,수원시 팔달구,매산동,교육/학원,40대,1897738,18,105429,미참여,0.135,29
2025-08,수원시 팔달구,매산동,교육/학원,50대,2521184,25,100847,미참여,0.446,27
2025-08,수원시 팔달구,매산동,교육/학원,60대 이상,1452091,19,76425,미참여,0.28,13
2025-08,수원시 팔달구,매산동,병원/약국,20대,906564,32,28330,미참여,0.392,19
2025-08,수원시 팔달구,매산동,병원/약국,30대,403054,18,22391,미참여,0.275,5
2025-08,수원시 팔달구,매산동,병원/약국,40대,760632,31,24536,미참여,0.411,5
2025-08,수원시 팔달구,매산동,병원/약국,50대,868737,29,29956,미참여,0.259,15
2025-08,수원시 팔달구,매산동,병원/약국,60대 이상,981361,39,25163,미참여,0.418,25
2025-08,수원시 팔달구,매산동,편의점/마트,20대,470601,36,13072,미참여,0.505,19
2025-08,수원시 팔달구,매산동,편의점/마트,30대,389819,27,14437,미참여,0.423,10
2025-08,수원시 팔달구,매산동,편의점/마트,40대,378834,30,12627,미참여,0.487,14
2025-08,수원시 팔달구,매산동,편의점/마트,50대,357962,27,13257,미참여,0.357,28
2025-08,수원시 팔달구,매산동,편의점/마트,60대 이상,473224,36,13145,미참여,0.63,22
2025-08,수원시 팔달구,고등동,한식/분식,20대,448407,30,14946,미참여,0.401,4
2025-08,수원시 팔달구,고등동,한식/분식,30대,653186,46,14199,미참여,0.607,23
2025-08,수원시 팔달구,고등동,한식/분식,40대,659421,47,14030,미참여,0.391,20
2025-08,수원시 팔달구,고등동,한식/분식,50대,547156,41,13345,미참여,0.302,17
2025-08,수원시 팔달구,고등동,한식/분식,60대 이상,773576,50,15471,미참여,0.425,24
2025-08,수원시 팔달구,고등동,카페/디저트,20대,164312,21,7824,미참여,0.259,18
2025-08,수원시 팔달구,고등동,카페/디저트,30대,362579,51,7109,미참여,0.382,20
2025-08,수원시 팔달구,고등동,카페/디저트,40대,271252,38,7138,미참여,0.353,15
2025-08,수원시 팔달구,고등동,카페/디저트,50대,187562,20,9378,미참여,0.267,15
2025-08,수원시 팔달구,고등동,카페/디저트,60대 이상,219911,23,9561,미참여,0.32,36
2025-08,수원시 팔달구,고등동,신선식품,20대,1307118,39,33515,미참여,0.572,28
2025-08,수원시 팔달구,고등동,신선식품,30대,799228,29,27559,미참여,0.369,33
2025-08,수원시 팔달구,고등동,신선식품,40대,942142,30,31404,미참여,0.218,18
2025-08,수원시 팔달구,고등동,신선식품,50대,1127355,40,28183,미참여,0.599,14
2025-08,수원시 팔달구,고등동,신선식품,60대 이상,1218403,47,25923,미참여,0.395,18
2025-08,수원시 팔달구,고등동,생활용품,20대,878819,37,23751,미참여,0.204,21
2025-08,수원시 팔달구,고등동,생활용품,30대,840690,36,23352,미참여,0.342,22
2025-08,수원시 팔달구,고등동,생활용품,40대,360274,17,21192,미참여,0.383,27
2025-08,수원시 팔달구,고등동,생활용품,50대,942058,36,26168,미참여,0.356,1
2025-08,수원시 팔달구,고등동,생활용품,60대 이상,946194,35,27034,미참여,0.254,24
2025-08,수원시 팔달구,고등동,의류/잡화,20대,1031642,24,42985,미참여,0.286,21
2025-08,수원시 팔달구,고등동,의류/잡화,30대,918338,21,43730,미참여,0.469,18
2025-08,수원시 팔달구,고등동,의류/잡화,40대,390666,9,43407,미참여,0.332,21
2025-08,수원시 팔달구,고등동,의류/잡화,50대,618128,17,36360,미참여,0.366,20
2025-08,수원시 팔달구,고등동,의류/잡화,60대 이상,442172,14,31583,미참여,0.347,23
2025-08,수원시 팔달구,고등동,미용/생활서비스,20대,523360,18,29075,미참여,0.339,11
2025-08,수원시 팔달구,고등동,미용/생활서비스,30대,867828,24,36159,미참여,0.359,14
2025-08,수원시 팔달구,고등동,미용/생활서비스,40대,869827,30,28994,미참여,0.342,7
2025-08,수원시 팔달구,고등동,미용/생활서비스,50대,608887,23,26473,미참여,0.421,23
2025-08,수원시 팔달구,고등동,미용/생활서비스,60대 이상,937892,28,33496,미참여,0.314,17
2025-08,수원시 팔달구,고등동,교육/학원,20대,1649286,17,97016,미참여,0.36,24
2025-08,수원시 팔달구,고등동,교육/학원,30대,1163585,13,89506,미참여,0.367,12
2025-08,수원시 팔달구,고등동,교육/학원,40대,2336358,22,106198,미참여,0.276,17
2025-08,수원시 팔달구,고등동,교육/학원,50대,1032123,14,73723,미참여,0.47,1
2025-08,수원시 팔달구,고등동,교육/학원,60대 이상,838338,11,76212,미참여,0.317,22
2025-08,수원시 팔달구,고등동,병원/약국,20대,908625,31,29310,미참여,0.335,26
2025-08,수원시 팔달구,고등동,병원/약국,30대,617807,29,21303,미참여,0.287,22
2025-08,수원시 팔달구,고등동,병원/약국,40대,505142,24,21047,미참여,0.483,18
2025-08,수원시 팔달구,고등동,병원/약국,50대,936758,32,29273,미참여,0.463,24
2025-08,수원시 팔달구,고등동,병원/약국,60대 이상,1224448,51,24008,미참여,0.32,15
2025-08,수원시 팔달구,고등동,편의점/마트,20대,451128,39,11567,미참여,0.425,13
2025-08,수원시 팔달구,고등동,편의점/마트,30대,368736,27,13656,미참여,0.574,22
2025-08,수원시 팔달구,고등동,편의점/마트,40대,301977,23,13129,미참여,0.366,22
2025-08,수원시 팔달구,고등동,편의점/마트,50대,249239,19,13117,미참여,0.43,34
2025-08,수원시 팔달구,고등동,편의점/마트,60대 이상,381728,29,13163,미참여,0.485,15
2025-08,수원시 팔달구,인계동,한식/분식,20대,610040,37,16487,미참여,0.425,21
2025-08,수원시 팔달구,인계동,한식/분식,30대,623398,41,15204,미참여,0.444,17
2025-08,수원시 팔달구,인계동,한식/분식,40대,646959,48,13478,미참여,0.433,41
2025-08,수원시 팔달구,인계동,한식/분식,50대,694492,49,14173,미참여,0.46,35
2025-08,수원시 팔달구,인계동,한식/분식,60대 이상,513495,29,17706,미참여,0.413,28
2025-08,수원시 팔달구,인계동,카페/디저트,20대,403348,50,8066,미참여,0.181,19
2025-08,수원시 팔달구,인계동,카페/디저트,30대,152581,15,10172,미참여,0.32,7
2025-08,수원시 팔달구,인계동,카페/디저트,40대,157018,18,8723,미참여,0.256,27
2025-08,수원시 팔달구,인계동,카페/디저트,50대,192008,24,8000,미참여,0.296,22
2025-08,수원시 팔달구,인계동,카페/디저트,60대 이상,178074,23,7742,미참여,0.386,33
2025-08,수원시 팔달구,인계동,신선식품,20대,879807,28,31421,미참여,0.402,16
2025-08,수원시 팔달구,인계동,신선식품,30대,775913,30,25863,미참여,0.574,25
2025-08,수원시 팔달구,인계동,신선식품,40대,1286963,42,30641,미참여,0.451,15
2025-08,수원시 팔달구,인계동,신선식품,50대,1067680,40,26692,미참여,0.322,41
2025-08,수원시 팔달구,인계동,신선식품,60대 이상,1365466,43,31755,미참여,0.473,14
2025-08,수원시 팔달구,인계동,생활용품,20대,511019,27,18926,미참여,0.173,17
2025-08,수원시 팔달구,인계동,생활용품,30대,1052422,50,21048,미참여,0.165,31
